Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,
Data,1,record,timestamp,"1061085989",s,distance,"95.0",m,heart_rate,"100",bpm,altitude,"412.6",m,cadence,"50",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"412.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085990",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"412.6",m,cadence,"57",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"412.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085991",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"412.6",m,cadence,"50",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"412.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085992",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"412.6",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"412.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085993",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085994",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"413.4",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085995",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"413.4",m,cadence,"29",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085996",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"413.4",m,cadence,"29",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085997",s,distance,"95.0",m,heart_rate,"100",bpm,altitude,"413.6",m,cadence,"29",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085998",s,distance,"95.0",m,heart_rate,"100",bpm,altitude,"413.6",m,cadence,"29",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061085999",s,distance,"95.0",m,heart_rate,"100",bpm,altitude,"413.6",m,cadence,"53",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086000",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"413.6",m,cadence,"49",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086001",s,distance,"95.0",m,heart_rate,"101",bpm,altitude,"413.6",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086002",s,distance,"95.0",m,heart_rate,"102",bpm,altitude,"413.20000000000005",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086003",s,distance,"95.0",m,heart_rate,"102",bpm,altitude,"413.20000000000005",m,cadence,"49",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086004",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086005",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086006",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086007",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"413.4",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086008",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086009",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.4",m,cadence,"53",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.08",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086010",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.6",m,cadence,"53",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.08",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086011",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.6",m,cadence,"51",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.08",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086012",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"60",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.08",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086013",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"51",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086014",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086015",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"67",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086016",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.4",m,cadence,"67",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086017",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"67",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086018",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"60",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086019",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"60",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086020",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"60",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086021",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.20000000000005",m,cadence,"58",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086022",s,distance,"95.0",m,heart_rate,"102",bpm,altitude,"413.20000000000005",m,cadence,"58",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086023",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"59",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086024",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"413.20000000000005",m,cadence,"58",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086025",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"413.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086026",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086027",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086028",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"413.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086029",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"61",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086030",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.20000000000005",m,cadence,"63",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086031",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.4",m,cadence,"63",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086032",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"413.6",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086033",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"414.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"414.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086034",s,distance,"95.0",m,heart_rate,"108",bpm,altitude,"414.20000000000005",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"414.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086035",s,distance,"95.0",m,heart_rate,"108",bpm,altitude,"414.0",m,cadence,"53",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"414.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086036",s,distance,"95.0",m,heart_rate,"109",bpm,altitude,"414.0",m,cadence,"62",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"414.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086037",s,distance,"95.0",m,heart_rate,"109",bpm,altitude,"413.6",m,cadence,"63",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086038",s,distance,"95.0",m,heart_rate,"109",bpm,altitude,"413.20000000000005",m,cadence,"64",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086039",s,distance,"95.0",m,heart_rate,"108",bpm,altitude,"413.20000000000005",m,cadence,"66",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086040",s,distance,"95.0",m,heart_rate,"107",bpm,altitude,"413.20000000000005",m,cadence,"71",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086041",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"413.4",m,cadence,"71",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086042",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.6",m,cadence,"71",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"413.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086043",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"413.79999999999995",m,cadence,"71",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086044",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"413.79999999999995",m,cadence,"77",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086045",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"413.79999999999995",m,cadence,"42",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086046",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"413.79999999999995",m,cadence,"42",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"413.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086047",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"414.0",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"414.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086048",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"414.4",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"414.4",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086049",s,distance,"95.0",m,heart_rate,"105",bpm,altitude,"414.6",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"414.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086050",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"414.6",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"414.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086051",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"415.0",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"415.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086052",s,distance,"95.0",m,heart_rate,"103",bpm,altitude,"415.6",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"415.6",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086053",s,distance,"95.0",m,heart_rate,"104",bpm,altitude,"416.0",m,cadence,"76",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"416.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086054",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"416.0",m,cadence,"74",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"416.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086055",s,distance,"95.0",m,heart_rate,"106",bpm,altitude,"416.0",m,cadence,"74",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"416.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
